,Unnamed: 0,keyword,date,text,score
61,61,ドリームインキュベータ,Wed Jan 30 20:35:34 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
62,62,ドリームインキュベータ,Wed Jan 30 15:32:38 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
63,63,ドリームインキュベータ,Wed Jan 30 14:18:58 +0000 2019,RT @ropponginza: ドリームインキュベータ勤務の友人が会社の知名度が低すぎて婚活で苦戦してる笑,2
64,64,ドリームインキュベータ,Wed Jan 30 14:09:07 +0000 2019,RT @ropponginza: ドリームインキュベータ勤務の友人が会社の知名度が低すぎて婚活で苦戦してる笑,2
65,65,ドリームインキュベータ,Wed Jan 30 07:53:27 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
66,66,ドリームインキュベータ,Wed Jan 30 07:03:53 +0000 2019,ドリームインキュベータ買い増し。インキュベーション事業は安定しないけど価値下落による減損は一時的だと判断。事業投資分野が順調に成長してるし、投資残高だけみてもまあ割安かと。,4
67,67,ドリームインキュベータ,Wed Jan 30 05:50:56 +0000 2019,ドリームインキュベータひどいことなってる笑アイペットが親会社になったほうがいいんちゃうか,1
68,68,ドリームインキュベータ,Wed Jan 30 05:42:07 +0000 2019,RT @tokumeinoneko: ドリームインキュベータわろた https://t.co/S1WpToMxUI,0
69,69,ドリームインキュベータ,Wed Jan 30 04:41:46 +0000 2019,ドリームインキュベータわろた https://t.co/S1WpToMxUI,0
70,70,ドリームインキュベータ,Wed Jan 30 03:15:10 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
71,71,ドリームインキュベータ,Wed Jan 30 02:45:08 +0000 2019,前場コメント No.7　ドリームインキュベータ、ＪＨＤ、プラマテルズ、アイネス、古河電気工業など（トレーダーズ・ウェブ） https://t.co/yR0zB8puB6,0
